KE_IESH_FULL(eV)	KE_IESH_INELASTIC(eV)	IESH_FULL_Probability(eV^-1)	IESH_INELASTIC_Probability(eV^-1)
0.01 0.01 0.06574072108937695 0.06577761752124771
0.010373773357526572 0.010311125902320932 0.06609076000172662 0.06607190171767652
0.010747546715053142 0.010622251804641865 0.06639615155556121 0.0663377336762979
0.011121320072579714 0.010933377706962797 0.0666652177983813 0.06657511339711189
0.011495093430106284 0.011244503609283729 0.06689797199906562 0.06678404088011845
0.011868866787632855 0.011555629511604661 0.06709441415761411 0.0669647570525724
0.012242640145159425 0.011866755413925593 0.06725455148394677 0.06712253865018851
0.012616413502685997 0.012177881316246525 0.067384800810566 0.06725953982924064
0.012990186860212567 0.012489007218567457 0.06749076761996624 0.06737576058972884
0.013363960217739139 0.01280013312088839 0.06757245191214747 0.0674712009316531
0.013737733575265709 0.013111259023209322 0.06762985368710975 0.06754618319682083
0.01411150693279228 0.013422384925530254 0.06766303398433758 0.06760525556848054
0.01448528029031885 0.013733510827851186 0.06767795127112901 0.06764988928236923
0.014859053647845422 0.014044636730172118 0.06767854219590023 0.06768008433848692
0.015232827005371992 0.014355762632493049 0.06766480675865127 0.06769584073683357
0.015606600362898564 0.01466688853481398 0.06763674495938211 0.0676975800480773
0.015980373720425135 0.014978014437134913 0.06759450605701066 0.06768945143612684
0.016354147077951704 0.015289140339455845 0.0675436647549636 0.06767251210494511
0.016727920435478275 0.015600266241776777 0.06748704813689221 0.0676467620545321
0.017101693793004847 0.01591139214409771 0.06742465620279654 0.06761220128488782
0.01747546715053142 0.01622251804641864 0.06735648895267657 0.06756934278648609
0.017849240508057987 0.016533643948739574 0.06728275129967895 0.06752188899042569
0.01822301386558456 0.016844769851060506 0.06720755554400336 0.06747057424953519
0.01859678722311113 0.017155895753381438 0.0671325116125705 0.06741539856381464
0.018970560580637702 0.01746702165570237 0.06705761950538035 0.06735636193326401
0.01934433393816427 0.017778147558023302 0.06698287922243293 0.0672939640489548
0.019718107295690842 0.018089273460344234 0.06690839646346836 0.06723093792048457
0.020091880653217414 0.018400399362665167 0.06683550273181887 0.06716769754495158
0.020465654010743985 0.0187115252649861 0.06676459966560648 0.06710424292235583
0.020839427368270554 0.01902265116730703 0.06669568726483119 0.06704057405269728
