KE_IESH_FULL(eV)	KE_IESH_INELASTIC(eV)	IESH_FULL_Probability(eV^-1)	IESH_INELASTIC_Probability(eV^-1)
0.01 0.01 0.0019774155930745146 0.0019407999787600901
0.010739752567902123 0.010671922000965872 0.0020538976060069207 0.0020180472781865483
0.011479505135804246 0.011343844001931743 0.0021684619649196264 0.0021234742977769418
0.012219257703706368 0.012015766002897615 0.002321108669812633 0.002257109810209075
0.01295901027160849 0.012687688003863487 0.002511837720685941 0.0024189538154829504
0.013698762839510612 0.01335961000482936 0.0027198694093460204 0.002609006313598566
0.014438515407412734 0.014031532005795232 0.0029196696740421053 0.002813716238522064
0.015178267975314857 0.014703454006761103 0.0031111724056999963 0.0030073298393786464
0.01591802054321698 0.015375376007726975 0.0032943776043196952 0.0031892282328570922
0.0166577731111191 0.016047298008692847 0.0034692426998831506 0.003359411418957403
0.017397525679021225 0.016719220009658718 0.0036114186145581443 0.0035178793976795805
0.018137278246923346 0.01739114201062459 0.0037003413719640076 0.0036502564948685105
0.01887703081482547 0.01806306401159046 0.0037360109721007403 0.003736985561783307
0.01961678338272759 0.018734986012556333 0.003718427414968345 0.003777954855078192
0.020356535950629716 0.019406908013522205 0.003647794294444079 0.003773164374753168
0.021096288518531837 0.020078830014488076 0.003536927968914326 0.0037226154480816632
0.021836041086433958 0.020750752015453948 0.00339345641204514 0.0036332336654687114
0.022575793654336082 0.02142267401641982 0.0032173796238365265 0.0035115702951553154
0.023315546222238203 0.02209459601738569 0.0030086976042884837 0.0033576253371414744
0.024055298790140327 0.022766518018351563 0.002769096209908664 0.003171398791427189
0.02479505135804245 0.023438440019317438 0.00253933777156322 0.0029531799120995467
0.025534803925944573 0.02411036202028331 0.002336829784917673 0.0027319991686119917
0.026274556493846694 0.02478228402124918 0.002161572249972026 0.0025271486899036623
0.027014309061748815 0.025454206022215053 0.0020135651667262796 0.002338628475974558
0.02775406162965094 0.026126128023180924 0.0018934809241193294 0.0021664385268246817
0.02849381419755306 0.026798050024146796 0.0018100162685491966 0.002011050837452884
0.029233566765455184 0.027469972025112668 0.001765838623727052 0.0018874710422424076
0.029973319333357305 0.02814189402607854 0.001760947989652896 0.0018028725493198794
0.03071307190125943 0.02881381602704441 0.001795344366326729 0.0017572553586852973
0.031452824469161554 0.029485738028010283 0.00186462820478075 0.0017506194703386618
0.03219257703706367 0.030157660028976154 0.0019335247980475706 0.0017815644907729885
0.032932329604965796 0.030829582029942026 0.001994376415844376 0.0018278871990130097
0.03367208217286792 0.0315015040309079 0.0020471830581711655 0.001881904958914223
0.03441183474077004 0.03217342603187377 0.0020919447250279384 0.0019436177704766284
0.03515158730867216 0.032845348032839644 0.0021259698888135958 0.0020130256337002254
0.03589133987657429 0.033517270033805516 0.002134796053187283 0.0020875251564696704
0.03663109244447641 0.03418919203477139 0.002116273627574477 0.0021423678516523125
0.03737084501237853 0.03486111403573726 0.0020704026119751765 0.002171408209733321
0.03811059758028065 0.03553303603670313 0.001997183006389382 0.0021746462307126943
0.03885035014818278 0.036204958037669 0.0019051322938455659 0.0021520819145904335
0.039590102716084895 0.036876880038634874 0.0018262778504172393 0.0021057047605547857
0.04032985528398702 0.037548802039600745 0.00176368634843897 0.0020479770050646157
0.041069607851889144 0.03822072404056662 0.0017173577879107604 0.0019810657586769643
0.04180936041979127 0.03889264604153249 0.0016872921688326084 0.0019049710213918302
0.042549112987693385 0.03956456804249836 0.0016820929222987867 0.0018196927932092161
0.04328886555559551 0.04023649004346423 0.0017248978465431277 0.0017319097937712315
0.044028618123497634 0.040908412044430104 0.0018169837739303854 0.0016706802818440315
0.04476837069139975 0.041580334045395975 0.0019583507044605565 0.0016393828583434595
0.045508123259301876 0.04225225604636185 0.0021489986381336423 0.0016380175232695157
0.046247875827204 0.04292417804732772 0.002380853280483063 0.0016665842766221998
0.046987628395106125 0.04359610004829359 0.0026382979828869705 0.0017272524353497188
0.04772738096300824 0.04426802204925946 0.0029209373611160197 0.0018267685026922293
0.04846713353091037 0.04493994405022533 0.003228771415170221 0.001965615429230002
0.04920688609881249 0.045611866051191205 0.00356180014504957 0.0021437932149630363
0.04994663866671461 0.04628378805215708 0.0038980009324928564 0.002361301859891337
0.05068639123461673 0.04695571005312295 0.004207056930088643 0.002610517401237379
0.05142614380251886 0.04762763205408882 0.004488781584173594 0.0028742893719632514
0.05216589637042098 0.04829955405505469 0.00474317489474771 0.0031519713278519265
0.0529056489383231 0.04897147605602056 0.004970234094645689 0.003443563268903404
0.053645401506225224 0.049643398056986435 0.005152179822955337 0.0037490651951176883
0.05438515407412735 0.050315320057952306 0.005272100784483413 0.0040539534619598435
0.055124906642029466 0.05098724205891818 0.005329996979229916 0.004334661012191084
0.05586465920993159 0.05165916405988405 0.00532586840719485 0.00459086089327839
0.056604411777833714 0.05233108606084992 0.00525985216030982 0.0048225531052217595
0.05734416434573584 0.05300300806181579 0.0051456020657593 0.005029737648021194
0.058083916913637956 0.053674930062781664 0.0049921771911153575 0.005199540659093201
0.05882366948154008 0.054346852063747536 0.004799577536377997 0.005317180611413534
0.059563422049442205 0.05501877406471341 0.004567803101547218 0.005382640157344717
0.06030317461734432 0.05569069606567928 0.00429802498497299 0.005395919296886752
0.06104292718524645 0.05636261806664516 0.004026721936739988 0.0053570399590294904
0.06178267975314857 0.05703454006761103 0.0037711960663662407 0.005272857251831384
0.06252243232105069 0.0577064620685769 0.003531447373851754 0.005148821488558199
0.06326218488895281 0.05837838406954277 0.0033074758591965184 0.004984932669209937
0.06400193745685494 0.059050306070508644 0.003100307140032139 0.004781190793786595
0.06474169002475706 0.059722228071474516 0.0029257960647262977 0.004538135478419173
0.06548144259265919 0.06039415007244039 0.002789351057260302 0.004284210626334997
0.06622119516056131 0.06106607207340626 0.0026909721176341574 0.004035526664390928
0.06696094772846342 0.06173799407437213 0.0026306592458478642 0.0037920835925869746
0.06770070029636555 0.062409916075338 0.00260708016906672 0.0035538814109231324
0.06844045286426767 0.06308183807630387 0.002607927365290535 0.003321788497539566
0.0691802054321698 0.06375376007726974 0.0026302100762791336 0.003114942756860596
0.06991995800007192 0.06442568207823561 0.002673928302032516 0.002941179748543887
0.07065971056797404 0.06509760407920148 0.002739082042550683 0.002800499472589445
0.07139946313587617 0.06576952608016735 0.00282129240178846 0.0026929019289972664
0.07213921570377828 0.06644144808113323 0.0028939880296969364 0.00261798348852522
0.0728789682716804 0.0671133700820991 0.0029526903315617438 0.002570815487535765
0.07361872083958253 0.06778529208306497 0.0029973993073828782 0.00254994065366144
0.07435847340748465 0.06845721408403084 0.00302811495716034 0.0025553589869022463
0.07509822597538678 0.06912913608499671 0.003042951021366777 0.002587070487258182
0.0758379785432889 0.0698010580859626 0.0030339857672428165 0.0026427225663848996
0.07657773111119102 0.07047298008692847 0.0030003386917061884 0.002704164681201244
0.07731748367909314 0.07114490208789434 0.0029420097947568907 0.0027675820068208783
0.07805723624699526 0.07181682408886021 0.0028589990763949235 0.002832974543243801
0.07879698881489738 0.07248874608982608 0.0027595978355573238 0.0029003422904700133
0.07953674138279951 0.07316066809079196 0.0026685854111061363 0.002966558191337599
0.08027649395070163 0.07383259009175783 0.002587619670624578 0.003015256604983108
0.08101624651860376 0.0745045120927237 0.0025167006141126507 0.003044073827292682
0.08175599908650588 0.07517643409368957 0.0024558282415703524 0.003053009858266319
0.08249575165440799 0.07584835609465544 0.0024101421384946533 0.0030420646979040207
0.08323550422231012 0.07652027809562131 0.0023906878459765113 0.0030124009244191763
0.08397525679021224 0.07719220009658719 0.002397837726838067 0.0029683135315498143
0.08471500935811437 0.07786412209755306 0.0024315917810793218 0.0029102035828327496
0.08545476192601649 0.07853604409851893 0.0024919500087002746 0.0028380710782679804
0.08619451449391861 0.0792079660994848 0.0025693032038096196 0.00275191601785551
0.08693426706182074 0.07987988810045067 0.0026488764335159867 0.0026591154430189853
0.08767401962972285 0.08055181010141654 0.002730506902588366 0.002579298037089321
0.08841377219762497 0.08122373210238241 0.002814194611026759 0.0025135247844775316
0.0891535247655271 0.08189565410334829 0.0028999395588311682 0.0024617956851836166
0.08989327733342922 0.08256757610431416 0.0029829684064422973 0.002424110739207577
0.09063302990133135 0.08323949810528003 0.003058151068161249 0.00240273046941934
0.09137278246923347 0.0839114201062459 0.0031254858929877618 0.0024020077840697916
0.0921125350371356 0.08458334210721177 0.0031849728809218336 0.002422051470520548
0.0928522876050377 0.08525526410817764 0.0032366542922326992 0.002462861528771613
0.09359204017293983 0.08592718610914352 0.003288351501742865 0.0025244379588229824
0.09433179274084195 0.08659910811010939 0.0033458634613169856 0.0025982819010970286
0.09507154530874408 0.08727103011107526 0.003409190170955062 0.0026726694288899447
0.0958112978766462 0.08794295211204113 0.003478331630657091 0.002747527479938459
