KE_HEOM(eV)	HEOM_Probability(eV^-1)
0.0002062797 0.003513412238127939
0.0008251187 0.005291627844152962
0.001856517 0.001210606484604114
0.003300475 0.0021223636886412716
0.005156992 0.006092346610008133
0.007426068 0.002856503313909291
0.0101077 -0.0003788159872981284
0.0132019 0.003382045288326636
0.01670865 0.004299815188041545
0.02062797 0.0010519782899638293
0.02495984 0.00332784705029028
0.02970427 0.006320249949285111
0.03486126 0.0029240186516381428
0.04043081 0.0018506331305414142
0.04641292 0.00523978731821653
0.05280759 0.0038861188370610715
0.05961482 0.0020104558110085034
0.06683461 0.006423316406543162
0.07446696 0.007533549788824049
0.08251187 0.0025674123123213036
0.09096933 0.002696920643235745
0.09983936 0.005893628567590557
0.1091219 0.0042662350098632935
0.1188171 0.004810471786852736
0.1289248 0.009516361822828145
0.1394451 0.008413339330812421
0.1503779 0.005032366933946986
0.1617233 0.008006011451616463
0.1734812 0.010119906980146927
0.1856517 0.00773068895886909
0.1982348 0.00887943252182032
0.2112304 0.011373036259486276
0.2246386 0.009675782897503832
0.2384593 0.010062052963798328
0.2526926 0.013671238646362866
0.2673384 0.0135957388768709
0.2823969 0.012580137170582715
0.2978678 0.014889746645439392
0.3137514 0.01626852873413112
0.3300475 0.016327076818536103
0.3467561 0.01828816081361483
0.3638773 0.02021956412738169
0.3814111 0.0214373038831897
0.3993574 0.023568378920672983
0.4177163 0.024788494932383952
0.4364878 0.024707371092343514
0.4556718 0.02594688392202712
0.4752683 0.028696376246861742
0.4952775 0.03171310861543602
0.5156992 0.03432979817029164
0.5365334 0.03600515130089198
0.5577802 0.03710501074993319
0.5794396 0.03872136809574103
0.6015115 0.04202584730509487
0.623996 0.04588709095494438
0.646893 0.04747944732139793
0.6702026 0.04953672332103886
0.6939248 0.05586516698214988
0.7180595 0.06135307303406421
0.7426068 0.06279201916713952
0.7675666 0.06654038403881174
0.792939 0.07449191379711692
0.818724 0.082019240815466
0.8449215 0.08882688283809989
0.8715316 0.09590950296856769
0.8985542 0.10235310364651436
0.9259894 0.11046993816328615
0.9538372 0.120892032308546
0.9820975 0.12909944005756097
1.01077 0.1355518093052276
1.039856 0.14497849859481704
1.069354 0.15497750262830276
1.099264 0.16019027162550004
1.129587 0.1634143766942789
1.160323 0.17219367532883514
1.191471 0.1884536235803914
1.223032 0.20736440847553134
1.255005 0.2250509579855723
1.287391 0.24540762969435134
1.32019 0.2760372238985625
1.353401 0.31503325220837114
1.387024 0.35536602380539545
1.421061 0.40159387038664696
1.455509 0.4568456613467557
1.490371 0.5133279660938477
1.525644 0.5716765721604867
1.561331 0.6372177896007271
1.59743 0.7090914508653041
1.633941 0.7835882655246512
1.670865 0.8554905372281937
1.708202 0.9256014775587371
1.745951 0.9957148020925279
1.784113 1.0577536249627566
1.822687 1.1034548275378677
1.861674 1.1349022034558391
1.901073 1.1530422814057757
1.940885 1.1485409056752232
1.98111 1.1200729890817294
2.021747 1.0774068772401952
2.062797 1.0209150356801149
2.104259 0.94700499993103
2.146134 0.8613996525204315
2.188421 0.7703641497587934
2.231121 0.6752063595828938
2.274233 0.5788959395927501
2.317758 0.4881075992343961
2.361696 0.40557045649136236
2.406046 0.32907620933387693
2.450809 0.26195882161811623
2.495984 0.21048768823810443
2.541572 0.166669714825595
2.587572 0.1247145194100563
2.633985 0.09388449318620438
2.680811 0.07333525732849998
2.728049 0.05606226111724471
2.775699 0.04040623154818264
2.823762 0.028490751962371694
2.872238 0.02161632575767139
2.921126 0.016456300634529724
2.970427 0.011872126823434241
3.020141 0.008141254056251686
3.070267 0.007960775168674538
3.120805 0.008393391496978226
3.171756 0.005125313772978395
3.22312 0.0025123849013778954
3.274896 0.004094222692928122
3.327085 0.005144925169243273
3.379686 0.002023756221278269
3.4327 0.001220067532911609
3.486126 0.003665964158337216
3.539965 0.0019109563867196078
3.594217 -0.0015013653688191943
3.648881 2.3879824741728866e-5
3.703958 0.001071978311357987
3.759447 -0.0008520845704339543
3.815349 -0.0008593802323701254
3.871663 0.00120228932403229
3.92839 0.0010003014793170328
3.985529 6.793678538949965e-5
4.043081 0.0003315520719502696
4.101046 -0.000359250950540833
4.159423 -0.000277490263321943
4.218213 0.0010875784181153306
4.277415 -0.00044987557560955175
4.33703 -0.0016489954987920108
4.397057 0.000869259840803225
4.457497 0.00073976766948857
4.51835 -0.0004971898241370718
4.579615 0.0002384728301652047
4.641292 -0.00048334502079254844
4.703383 0.00012013457093693766
4.765885 0.0002980948126949804
4.828801 -0.0004179190398425853
4.892129 0.00046034381733321683
4.955869 0.00017736024376533278
5.020022 -0.0008847661688995155
5.084587 0.00015530172777876317
