KE_HEOM(eV)	HEOM_Probability(eV^-1)
0.0002062797 0.05590192298196537
0.0008251187 0.08126016871682536
0.001856517 0.01600529344965398
0.003300475 0.030653041507827522
0.005156992 0.0823349744441771
0.007426068 0.035991417068323844
0.0101077 0.014107182881937725
0.0132019 0.06905782820876337
0.01670865 0.05558949715624813
0.02062797 0.01637456859827488
0.02495984 0.05827498930251681
0.02970427 0.07410154549750438
0.03486126 0.03309621527036665
0.04043081 0.04654573988645444
0.04641292 0.06879076311194442
0.05280759 0.041253147457617115
0.05961482 0.04955381835727917
0.06683461 0.07748997672448549
0.07446696 0.05429393841854488
0.08251187 0.05091121533697882
0.09096933 0.08381292745504268
0.09983936 0.07353837987085524
0.1091219 0.05742436147276559
0.1188171 0.08145519701850634
0.1289248 0.09014794139957702
0.1394451 0.08233565942162692
0.1503779 0.09206355694656611
0.1617233 0.09904926141411373
0.1734812 0.10540851594951067
0.1856517 0.12054514763533213
0.1982348 0.12095556329067446
0.2112304 0.11862108403312877
0.2246386 0.13218192509567064
0.2384593 0.14027048131170933
0.2526926 0.14217795323790627
0.2673384 0.15535193425851862
0.2823969 0.16773461410739351
0.2978678 0.16802637644670826
0.3137514 0.17142740364790524
0.3300475 0.18386084793667137
0.3467561 0.191315000871281
0.3638773 0.1947502008363628
0.3814111 0.20053441680264728
0.3993574 0.2028633020776862
0.4177163 0.20857928667910944
0.4364878 0.21545158932441133
0.4556718 0.21196025926274817
0.4752683 0.21323781831524263
0.4952775 0.21324736994523716
0.5156992 0.19940127382915368
0.5365334 0.19332358307992994
0.5577802 0.1886132975920336
0.5794396 0.17837159087113405
0.6015115 0.17267547061575525
0.623996 0.15141057401233268
0.646893 0.12090426609054451
0.6702026 0.09631228179620127
0.6939248 0.06515105932379267
0.7180595 0.047038961704617806
0.7426068 0.05518539851516512
0.7675666 0.08760077664386644
0.792939 0.1990925773251076
0.818724 0.4528279368622254
0.8449215 0.88111769821422
0.8715316 1.5221675441645204
0.8985542 2.3250223827650567
0.9259894 3.1312914534098497
0.9538372 3.7850837826416877
0.9820975 4.105796693872507
1.01077 3.9949597316332803
1.039856 3.502911127624224
1.069354 2.754067522026977
1.099264 1.9437319685884993
1.129587 1.2251369671747014
1.160323 0.6828517364538177
1.191471 0.355117654145272
1.223032 0.16928243481813934
1.255005 0.08371923776163026
1.287391 0.05487632146809138
1.32019 0.02989652957967969
1.353401 0.019892643223922677
1.387024 0.008853253624711696
1.421061 -0.0042331986941062175
1.455509 -0.00013102305741350653
1.490371 -0.004376594917792907
1.525644 -0.003406335395889967
1.561331 0.00019429198897674512
1.59743 -0.004606012892884448
1.633941 -0.00139762228043953
1.670865 0.0016586485399523866
1.708202 0.003998175320217094
1.745951 0.012329548431351582
1.784113 0.014177438735706201
1.822687 0.013758757685802878
1.861674 0.00942809050601949
1.901073 0.004339857293901624
1.940885 0.005326670056965192
1.98111 0.0080778705678217
2.021747 0.007555506764599353
2.062797 0.004968247995493447
2.104259 0.0019895512518351313
2.146134 0.0006636198529214205
