KE_HEOM(eV)	HEOM_Probability(eV^-1)
0.0002062797 0.004515466316694715
0.0008251187 0.007128997874981573
0.001856517 0.001920446415743665
0.003300475 0.00215155227009675
0.005156992 0.007291503858866125
0.007426068 0.004689943549077809
0.0101077 0.0006288412995092589
0.0132019 0.004334857533939252
0.01670865 0.006102134319154195
0.02062797 0.0020117974954043474
0.02495984 0.00237420687936065
0.02970427 0.006018033114609263
0.03486126 0.004983647730436726
0.04043081 0.003646680550216416
0.04641292 0.005487780034505692
0.05280759 0.005404458871418776
0.05961482 0.004463885411982808
0.06683461 0.00604387530440886
0.07446696 0.006422946267780308
0.08251187 0.005508424601120751
0.09096933 0.0068229111987772005
0.09983936 0.007171863010341151
0.1091219 0.005500661331371919
0.1188171 0.006403100315038933
0.1289248 0.007691105301156392
0.1394451 0.006392821809568334
0.1503779 0.007304910489775507
0.1617233 0.00975801882793476
0.1734812 0.008502550060863756
0.1856517 0.007738334954197731
0.1982348 0.010020197660299959
0.2112304 0.009078470057890392
0.2246386 0.007080099357732437
0.2384593 0.010342813786448015
0.2526926 0.012620566682283346
0.2673384 0.009875805088095267
0.2823969 0.010256406949158128
0.2978678 0.014267141338078052
0.3137514 0.014138591036437364
0.3300475 0.012399082665846918
0.3467561 0.014818898622321844
0.3638773 0.017124565858904768
0.3814111 0.01607347326023859
0.3993574 0.016489155761294293
0.4177163 0.019359559747470046
0.4364878 0.02024160356553239
0.4556718 0.01975648145549978
0.4752683 0.021440049710101036
0.4952775 0.02437629556301876
0.5156992 0.02648276833516797
0.5365334 0.028092344085751654
0.5577802 0.029933799099140842
0.5794396 0.032100934687263154
0.6015115 0.03394509596693526
0.623996 0.03497594463252434
0.646893 0.0367291541394726
0.6702026 0.040186754232187136
0.6939248 0.0438784463583738
0.7180595 0.04757231411039574
0.7426068 0.05203035717105013
0.7675666 0.056748042602730066
0.792939 0.06180295003887907
0.818724 0.06919551437099639
0.8449215 0.0792009787992679
0.8715316 0.08859901910713694
0.8985542 0.09945345518757222
0.9259894 0.11288489353787949
0.9538372 0.12270166222297366
0.9820975 0.13465134018731795
1.01077 0.1546088070187622
1.039856 0.1713492396044251
1.069354 0.18254479789661957
1.099264 0.1967548980397796
1.129587 0.20971016618440577
1.160323 0.21791039180983887
1.191471 0.22808038130889813
1.223032 0.23622576524406863
1.255005 0.23848114633863188
1.287391 0.2408437698676612
1.32019 0.24148300588289912
1.353401 0.2374768296954243
1.387024 0.2334425826282699
1.421061 0.22516891636488479
1.455509 0.20972950802872192
1.490371 0.19304298851253823
1.525644 0.1730384008093444
1.561331 0.15508696712612188
1.59743 0.15734245434877467
1.633941 0.20226063760023533
1.670865 0.32183475808892054
1.708202 0.5538785194331921
1.745951 0.9233690348428982
1.784113 1.417316491480272
1.822687 1.9650204786648373
1.861674 2.4470728337079057
1.901073 2.7315300746264164
1.940885 2.730163675473768
1.98111 2.443987159504935
2.021747 1.9590534268312343
2.062797 1.406558817685462
2.104259 0.8998364575916117
2.146134 0.5046502091458539
2.188421 0.24057908641238318
2.231121 0.09101380459216832
2.274233 0.02159320050289387
2.317758 -0.002050270254458666
2.361696 -0.0036920052040507615
2.406046 0.0022777775706161454
2.450809 0.008285218305930035
2.495984 0.01171106487425837
2.541572 0.01381918793819971
2.587572 0.016731098620189108
2.633985 0.018629533804844844
2.680811 0.017821697400181368
2.728049 0.015154228893595122
2.775699 0.011988876374210759
2.823762 0.009858081697144413
2.872238 0.008350704643572097
2.921126 0.007313700548790504
2.970427 0.006065618296750513
3.020141 0.003446660939886636
3.070267 0.0002296950671269925
3.120805 -0.002799470624338767
3.171756 -0.0041683478678773275
3.22312 -0.00407051634174996
3.274896 -0.0038838131534534625
3.327085 -0.0027097366714422385
3.379686 -0.0016232437219135213
3.4327 -0.001597359080878113
3.486126 -0.0016228486601002601
3.539965 -0.0012111260633849983
3.594217 -0.0012526086150582763
3.648881 -0.00039964495480697166
3.703958 0.0008617959051818878
3.759447 0.0009941848598207339
3.815349 -2.4584375601748048e-5
3.871663 -0.0004189122441402055
3.92839 0.0007802102016789468
3.985529 0.0009104046927466175
4.043081 0.00035153603054390974
4.101046 0.0005640832658815712
4.159423 0.0004651689679208137
4.218213 -0.00016454743728265466
4.277415 -0.0006234279709827578
4.33703 -0.0003538092942215581
4.397057 2.0631324482687775e-5
4.457497 0.00020734000756102012
4.51835 -0.000205800168578064
4.579615 -0.0007934114747350945
4.641292 -0.0008167108355096475
4.703383 -0.000250255421103012
4.765885 -0.00011862188620541255
4.828801 -0.0003614261072068441
4.892129 -0.00052308173977407
4.955869 -0.0002253166997295498
5.020022 -0.00012194971817665906
5.084587 -0.00020151622864827712
5.149566 -0.00043210635355031015
5.214956 -0.0004628150468951255
5.280759 -0.00023394451542768345
5.346975 -0.00017140060559975575
5.413604 -0.00044279345216558517
5.480644 -0.0003244144666250754
5.548098 -0.0002003749006414914
5.615964 -0.00015945668508426822
5.684242 -0.0002288023972339664
5.752934 -0.00018104794078992154
5.822037 -3.1289771166993034e-5
5.891553 -0.0001079113598143746
