EnergyLoss(eV) ProbabilityDensity(eV⁻¹)
-0.02226015941647718 3.372302437298913e-15
-0.022240648214124602 4.213296378452469e-14
-0.02222113701177202 1.6249501744169947e-13
-0.02220162580941944 4.163336342344337e-15
-0.022182114607066858 1.7706669463990465e-13
-0.02216260340471428 8.182343691487404e-14
-0.0221430922023617 1.504352198367087e-13
-0.022123581000009118 0.0
-0.02210406979765654 2.6145752229922437e-14
-0.022084558595303956 0.0
-0.022065047392951377 0.0
-0.022045536190598798 0.0
-0.022026024988246216 1.6903145549918008e-14
-0.022006513785893637 0.0
-0.021987002583541054 0.0
-0.021967491381188475 0.0
-0.021947980178835896 0.0
-0.021928468976483314 0.0
-0.021908957774130735 0.0
-0.021889446571778153 2.6853519408120974e-14
-0.021869935369425574 0.0
-0.021850424167072995 0.0
-0.021830912964720412 0.0
-0.021811401762367833 1.1102230246251565e-14
-0.02179189056001525 0.0
-0.021772379357662672 0.0
-0.021752868155310093 6.0285110237146e-14
-0.02173335695295751 3.4555691641458e-14
-0.02171384575060493 1.0316747456329267e-13
-0.021694334548252352 1.8457457784393227e-14
-0.02167482334589977 8.906764215055318e-14
-0.02165531214354719 4.299338662860919e-14
-0.02163580094119461 6.822320486321587e-14
-0.02161628973884203 8.595901768160275e-14
-0.02159677853648945 1.2256862191861728e-13
-0.021577267334136868 0.0
-0.02155775613178429 1.544597783009749e-13
-0.021538244929431707 0.0
-0.021518733727079128 2.1899149160731213e-14
-0.02149922252472655 0.0
-0.021479711322373966 0.0
-0.021460200120021387 0.0
-0.021440688917668805 0.0
-0.021421177715316226 0.0
-0.021401666512963647 0.0
-0.021382155310611065 0.0
-0.021362644108258486 4.599098879509711e-14
-0.021343132905905903 0.0
-0.021323621703553324 3.3834046675451646e-14
-0.021304110501200745 0.0
-0.021284599298848163 9.564571357145724e-14
-0.021265088096495584 9.697798120100742e-14
-0.021245576894143 3.211320098728265e-14
-0.021226065691790422 0.0
-0.021206554489437843 0.0
-0.02118704328708526 1.1368683772161603e-13
-0.021167532084732682 0.0
-0.0211480208823801 0.0
-0.02112850968002752 0.0
-0.02110899847767494 0.0
-0.02108948727532236 0.0
-0.02106997607296978 1.9984014443252818e-14
-0.021050464870617198 8.570921750106208e-14
-0.02103095366826462 6.389333506717776e-14
-0.02101144246591204 8.962275366286576e-14
-0.020991931263559457 1.5970558209232877e-13
-0.02097242006120688 6.641909244819999e-14
-0.020952908858854296 3.7247982476174e-14
-0.020933397656501717 4.085620730620576e-14
-0.020913886454149138 0.0
-0.020894375251796556 0.0
-0.020874864049443977 0.0
-0.020855352847091394 0.0
-0.020835841644738815 0.0
-0.020816330442386236 0.0
-0.020796819240033654 0.0
-0.020777308037681075 0.0
-0.020757796835328492 2.4868995751603507e-14
-0.020738285632975913 2.3092638912203256e-14
-0.020718774430623334 1.4210854715202004e-14
-0.020699263228270752 2.842170943040401e-14
-0.020679752025918173 1.7053025658242404e-13
-0.02066024082356559 1.1368683772161603e-13
-0.02064072962121301 0.0
-0.020621218418860433 0.0
-0.02060170721650785 3.410605131648481e-13
-0.02058219601415527 0.0
-0.020562684811802692 8.604228440844963e-16
-0.02054317360945011 0.0
-0.02052366240709753 0.0
-0.02050415120474495 0.0
-0.02048464000239237 0.0
-0.02046512880003979 0.0
-0.020445617597687208 0.0
-0.02042610639533463 0.0
-0.020406595192982047 0.0
-0.020387083990629468 0.0
-0.02036757278827689 1.4710455076283324e-15
-0.020348061585924306 6.80566714095221e-14
-0.020328550383571727 7.246980793240709e-14
-0.020309039181219145 9.861556016232953e-14
-0.020289527978866566 5.642708522657358e-14
-0.020270016776513987 1.1546319456101628e-14
-0.020250505574161404 3.9218628344883655e-14
-0.020230994371808825 4.007905118896815e-14
-0.020211483169456243 1.963457174625205e-12
-0.020191971967103664 2.4722113245445598e-11
-0.020172460764751085 2.6269653119470604e-10
-0.020152949562398503 2.391083775421521e-9
-0.020133438360045924 1.8684136904312254e-8
-0.02011392715769334 1.2538182403432074e-7
-0.020094415955340762 7.225725937587413e-7
-0.020074904752988183 3.576162157514773e-6
-0.0200553935506356 1.5200055941022583e-5
-0.020035882348283022 5.5484212907686015e-5
-0.02001637114593044 0.0001739380343224184
-0.01999685994357786 0.00046830194241920253
-0.01997734874122528 0.001082853960497232
-0.0199578375388727 0.0021504711210127425
-0.01993832633652012 0.003667968258014298
-0.019918815134167538 0.005373478751835137
-0.01989930393181496 0.006761372473533811
-0.01987979272946238 0.007307632342644865
-0.019860281527109797 0.00678416242971025
-0.01984077032475722 0.0054101724185784406
-0.019821259122404636 0.0037063090348539163
-0.019801747920052057 0.0021812792355051513
-0.019782236717699478 0.0011029277024916517
-0.019762725515346895 0.00047915944465937166
-0.019743214312994316 0.00017887348380105084
-0.019723703110641734 5.738331520904749e-5
-0.019704191908289155 1.5821429243528806e-5
-0.019684680705936576 3.749551280601837e-6
-0.019665169503583994 7.639178833673821e-7
-0.019645658301231415 1.3381846497573235e-7
-0.019626147098878832 2.0158879204812408e-8
-0.019606635896526253 2.6121317886484974e-9
-0.019587124694173674 2.9127150691365955e-10
-0.019567613491821092 2.8072599800310627e-11
-0.019548102289468513 2.4459045899760667e-12
-0.019528591087115934 1.6484036358122012e-13
-0.01950907988476335 8.423817199343375e-14
-0.019489568682410773 1.6578127759458994e-12
-0.01947005748005819 2.1124713089903935e-11
-0.01945054627770561 2.2507104513458387e-10
-0.019431035075353032 2.054324155231768e-9
-0.01941152387300045 1.6107681327648393e-8
-0.01939201267064787 1.0851402276745858e-7
-0.01937250146829529 6.281926379358982e-7
-0.01935299026594271 3.125347313115423e-6
-0.01933347906359013 1.336449101294046e-5
-0.019313967861237548 4.9126098778523586e-5
-0.01929445665888497 0.00015525381364103752
-0.019274945456532386 0.0004219053209459367
-0.019255434254179808 0.000986079144569163
-0.01923592305182723 0.001982545424861426
-0.019216411849474646 0.003429645640471768
-0.019196900647122067 0.005106224305884477
-0.019177389444769485 0.006544769317611943
-0.019157878242416906 0.0072237178736138385
-0.019138367040064327 0.006868076898835895
-0.019118855837711744 0.005626775574720078
-0.019099344635359165 0.003973563481156656
-0.019079833433006583 0.0024196018537100683
-0.019060322230654004 0.0012708534010727746
-0.019040811028301425 0.0005759342850467086
-0.019021299825948842 0.0002252703559602054
-0.019001788623596264 7.60698173331853e-5
-0.01898227742124368 2.219738824685291e-5
-0.018962766218891102 5.70500359606263e-6
-0.018943255016538523 1.906561786307881e-6
-0.01892374381418594 3.6575109347292134e-6
-0.01890423261183336 1.4639161311197357e-5
-0.01888472140948078 5.3418294630985796e-5
-0.0188652102071282 0.0001678524210910748
-0.01884569900477562 0.00045318866564908467
-0.01882618780242304 0.0010513303153875109
-0.01880667660007046 0.0020957706188448333
-0.018787165397717877 0.0035903364999256004
-0.0187676541953653 0.005286422673413421
-0.01874814299301272 0.006690815662479255
-0.018728631790660137 0.007280297850347506
-0.018709120588307558 0.0068114969221018395
-0.018689609385954976 0.005480729229436182
-0.018670098183602397 0.0037933651136986546
-0.018650586981249818 0.0022589109939837315
-0.018631075778897235 0.0011576282058073373
-0.018611564576544656 0.0005106830963695352
-0.018592053374192074 0.0001939868262308686
-0.018572542171839495 6.346955631567064e-5
-0.018553030969486916 1.7892535877889193e-5
-0.018533519767134334 4.347472372434602e-6
-0.018514008564781755 9.10767226885989e-7
-0.018494497362429172 1.6456197970970976e-7
-0.018474986160076593 2.565336984505784e-8
-0.018455474957724014 3.4513608360153825e-9
-0.01843596375537143 4.0094011444224975e-10
-0.018416452553018853 4.04218880589724e-11
-0.018396941350666274 3.647998569888955e-12
-0.01837743014831369 4.660022367986016e-13
-0.018357918945961112 4.632960681760778e-13
-0.01833840774360853 3.9410835706021885e-12
-0.01831889654125595 4.739207637438625e-11
-0.018299385338903372 5.000032332613813e-10
-0.01827987413655079 4.5413523636073094e-9
-0.01826036293419821 3.54492182830235e-8
-0.018240851731845628 2.377774309669789e-7
-0.01822134052949305 1.3704518358748086e-6
-0.01820182932714047 6.7871938412983335e-6
-0.018182318124787888 2.888415480997719e-5
-0.01816280692243531 0.00010563019583492705
-0.018143295720082726 0.00033197016217428876
-0.018123784517730147 0.0008966565740682053
-0.01810427331537757 0.0020817053383787587
-0.018084762113024986 0.004154899890559283
-0.018065250910672407 0.007131904129396446
-0.018045739708319825 0.010536339666249228
-0.018026228505967246 0.013421737086941027
-0.018006717303614667 0.014809418374224628
-0.017987206101262084 0.0143157187158416
-0.017967694898909505 0.012456675571051276
-0.017948183696556923 0.010317797402494971
-0.017928672494204344 0.00882697657009486
-0.017909161291851765 0.008208355287419783
-0.017889650089499182 0.008000807755350392
-0.017870138887146603 0.007536631874566671
-0.01785062768479402 0.006452223809774046
-0.017831116482441442 0.004866924571476097
-0.017811605280088863 0.0031920483690019846
-0.01779209407773628 0.0018106079122825747
-0.0177725828753837 0.0008862287802787194
-0.01775307167303112 0.0003739203179601025
-0.01773356047067854 0.00013591508145632814
-0.01771404926832596 4.254357014335519e-5
-0.01769453806597338 1.1463971756636715e-5
-0.0176750268636208 2.6585654510496992e-6
-0.017655515661268217 5.304691456653465e-7
-0.01763600445891564 9.10487655686465e-8
-0.01761649325656306 1.3440150214982793e-8
-0.017596982054210477 1.7077662617381861e-9
-0.017577470851857898 2.086369965681456e-10
-0.017557959649505316 2.5729868236012976e-10
-0.017538448447152737 2.202056537115027e-9
-0.017518937244800158 1.7372246391422763e-8
-0.017499426042447575 1.1802731478272044e-7
-0.017479914840094996 6.904455767536843e-7
-0.017460403637742414 3.479846244699991e-6
-0.017440892435389835 1.512144045887065e-5
-0.017421381233037256 5.670454208704656e-5
-0.017401870030684673 0.0001836962334211406
-0.017382358828332094 0.0005147419509583528
-0.017362847625979512 0.0012494472352974212
-0.017343336423626933 0.0026314251244957676
-0.017323825221274354 0.004816878105874112
-0.01730431401892177 0.007677353778804394
-0.017284802816569193 0.010672287436157071
-0.017265291614216614 0.012957660382395597
-0.01724578041186403 0.013755298767956517
-0.017226269209511452 0.012773599255028634
-0.01720675800715887 0.01037593418320125
-0.01718724680480629 0.007367697783198818
-0.017167735602453712 0.0045680590133812815
-0.01714822440010113 0.0024693012728735364
-0.01712871319774855 0.0011617575488597487
-0.017109201995395968 0.000474881216733003
-0.01708969079304339 0.000168358296403201
-0.01707017959069081 5.16860748848158e-5
-0.017050668388338228 1.3721077925091252e-5
-0.01703115718598565 3.145924928740773e-6
-0.017011645983633066 6.223084980244709e-7
-0.016992134781280487 1.0611774539648344e-7
-0.01697262357892791 1.558784373800748e-8
-0.016953112376575326 1.971326157867992e-9
-0.016933601174222747 2.1453677723215492e-10
-0.016914089971870164 2.0118184895778768e-11
-0.016894578769517585 1.7073981117832204e-12
-0.016875067567165006 1.0986350718056315e-13
-0.016855556364812424 8.872763634926173e-14
-0.016836045162459845 0.0
-0.016816533960107263 0.0
-0.016797022757754684 1.444677710793485e-14
-0.016777511555402105 2.5271451598030126e-14
-0.016758000353049522 0.0
-0.016738489150696943 3.472222509515177e-14
-0.01671897794834436 2.5979218776228663e-14
-0.016699466745991782 5.917488721252084e-14
-0.016679955543639203 2.8407831642596193e-14
-0.01666044434128662 0.0
-0.01664093313893404 6.952771691715043e-15
-0.01662142193658146 0.0
-0.01660191073422888 0.0
-0.0165823995318763 0.0
-0.01656288832952372 0.0
-0.01654337712717114 0.0
-0.016523865924818557 0.0
-0.016504354722465978 0.0
-0.0164848435201134 0.0
-0.016465332317760817 8.78325190356577e-14
-0.016445821115408238 1.7649770533978426e-13
-0.016426309913055655 1.801891968966629e-13
-0.016406798710703076 2.0182466808904564e-13
-0.016387287508350497 1.177807851249213e-13
-0.016367776305997915 1.0604017663951026e-13
-0.016348265103645336 6.525335827234358e-14
-0.016328753901292754 0.0
-0.016309242698940175 0.0
-0.016289731496587596 0.0
-0.016270220294235013 0.0
-0.016250709091882434 0.0
-0.016231197889529855 3.1134816946831734e-13
-0.016211686687177273 5.4003468363816864e-12
-0.016192175484824694 6.206263281072211e-11
-0.01617266428247211 5.977857375771833e-10
-0.016153153080119532 4.958786103959056e-9
-0.016133641877766954 3.55234101578894e-8
-0.01611413067541437 2.1978850214821044e-7
-0.016094619473061792 1.1745629919790446e-6
-0.01607510827070921 5.421559386681318e-6
-0.01605559706835663 2.1613007578427657e-5
-0.01603608586600405 7.440269036618208e-5
-0.01601657466365147 0.00022113596438422256
-0.01599706346129889 0.0005673112040299466
-0.015977552258946308 0.0012558904887670919
-0.01595804105659373 0.002398366270947902
-0.01593852985424115 0.0039497499467620045
-0.015919018651888567 0.005607475290720421
-0.01589950744953599 0.00686059975428327
-0.015879996247183406 0.007231195017867675
-0.015860485044830827 0.0065640696012467525
-0.015840973842478248 0.005130037840030632
-0.015821462640125666 0.0034508812228340457
-0.015801951437773087 0.001997508335159076
-0.015782440235420504 0.000994702201825362
-0.015762929033067925 0.00042603946178357277
-0.015743417830715346 0.00015691865921141357
-0.015723906628362764 4.9692636635012555e-5
-0.015704395426010185 1.3528075750612878e-5
-0.015684884223657602 3.1658082009500266e-6
-0.015665373021305024 6.392246874042939e-7
-0.015645861818952445 1.3033013447627528e-7
-0.015626350616599862 1.518177477066729e-7
-0.015606839414247283 7.802554060770683e-7
-0.015587328211894702 3.850870293600761e-6
-0.015567817009542122 1.6424643163759356e-5
-0.015548305807189541 6.04386440663518e-5
-0.01552879460483696 0.00019207832881740217
-0.015509283402484381 0.0005280028066136921
-0.0154897722001318 0.001257842925998176
-0.01547026099777922 0.0026030989965408757
-0.01545074979542664 0.004693181247018341
-0.01543123859307406 0.007395138645096111
-0.01541172739072148 0.010218188393100291
-0.015392216188368899 0.012419521194244165
-0.015372704986016318 0.013311360856956611
-0.015353193783663737 0.01259999351551322
-0.015333682581311158 0.010535385307729683
-0.015314171378958578 0.007773653008275261
-0.015294660176605997 0.005051516658099331
-0.015275148974253416 0.002883364887679818
-0.015255637771900836 0.0014415340418350575
-0.015236126569548257 0.0006295226154073574
-0.015216615367195676 0.00023955610634757152
-0.015197104164843095 7.927438318910962e-5
-0.015177592962490515 2.277619109389284e-5
-0.015158081760137934 5.674100120311998e-6
-0.015138570557785355 1.224470835253788e-6
-0.015119059355432774 2.2871554983261433e-7
-0.015099548153080193 3.6954288629154064e-8
-0.015080036950727613 5.162044069972893e-9
-0.015060525748375032 6.230671256712839e-10
-0.015041014546022453 6.498029891943702e-11
-0.015021503343669872 6.004002850446e-12
-0.015001992141317292 4.0861758421328886e-13
-0.014982480938964711 1.040556529829928e-13
-0.01496296973661213 0.0
-0.014943458534259551 0.0
-0.01492394733190697 1.651179193373764e-13
-0.01490443612955439 4.4020342926387457e-14
-0.01488492492720181 1.0752509993494641e-13
-0.01486541372484923 0.0
-0.01484590252249665 0.0
-0.014826391320144069 0.0
-0.014806880117791488 8.326672684688674e-15
-0.014787368915438907 0.0
-0.014767857713086328 2.65898414397725e-14
-0.014748346510733748 1.7041923427996153e-14
-0.014728835308381167 4.76674255622811e-13
-0.014709324106028586 4.847205969937818e-12
-0.014689812903676006 5.3345106110214147e-11
-0.014670301701323427 5.186093221531962e-10
-0.014650790498970846 4.362549266279103e-9
-0.014631279296618265 3.1728709021239254e-8
-0.014611768094265684 1.9954513438835697e-7
-0.014592256891913104 1.0855968736733779e-6
-0.014572745689560525 5.11131968983225e-6
-0.014553234487207944 2.0840038263442162e-5
-0.014533723284855363 7.364108157034699e-5
-0.014514212082502783 0.00022577361707645793
-0.014494700880150202 0.000601422430075077
-0.014475189677797623 0.0013945240599565756
-0.014455678475445042 0.0028207316433445373
-0.014436167273092462 0.004989594631119837
-0.014416656070739881 0.007738675425288555
-0.0143971448683873 0.01054934175112407
-0.014377633666034721 0.012664252896907119
-0.01435812246368214 0.013403327877573923
-0.01433861126132956 0.01250928299254711
-0.014319100058976979 0.010297240749142983
-0.0142995888566244 0.007506302205147558
-0.01428007765427182 0.0049617602504686276
-0.014260566451919239 0.0032720813643841162
-0.014241055249566658 0.00270521650573205
-0.014221544047214077 0.0032098161058552455
-0.014202032844861498 0.00446545664937964
-0.014182521642508918 0.005932616148026343
-0.014163010440156337 0.006982967155554187
-0.014143499237803756 0.007147163573668985
-0.014123988035451175 0.00635466508385385
-0.014104476833098597 0.004976543357328889
-0.014084965630746016 0.0036277074993570635
-0.014065454428393435 0.0028768742460770214
-0.014045943226040854 0.003034121557447783
-0.014026432023688274 0.004061641946453309
-0.014006920821335695 0.005584631793541656
-0.013987409618983114 0.007026326083205858
-0.013967898416630533 0.007891399786563225
-0.013948387214277953 0.008072765781429903
-0.013928876011925372 0.007931194021141175
-0.013909364809572793 0.008028113707155338
-0.013889853607220212 0.008705102477467253
-0.013870342404867632 0.009854140327246574
-0.01385083120251505 0.011029335865132273
-0.01383132000016247 0.01173669074313105
-0.013811808797809891 0.011649337937387316
-0.01379229759545731 0.010670148512001432
-0.01377278639310473 0.008925096203943578
-0.013753275190752149 0.006736727369340945
-0.01373376398839957 0.0045346018593263315
-0.01371425278604699 0.0026948181382019376
-0.013694741583694409 0.0014032922441253315
-0.013675230381341828 0.0006369871090711743
-0.013655719178989247 0.00025118266230944597
-0.013636207976636668 8.585704949365391e-5
-0.013616696774284088 2.540454122756941e-5
-0.013597185571931507 6.5134950810730174e-6
-0.013577674369578926 1.528610245216111e-6
-0.013558163167226345 8.055204554213713e-7
-0.013538651964873766 2.705931632790426e-6
-0.013519140762521186 1.1478911465967467e-5
-0.013499629560168605 4.257455579478875e-5
-0.013480118357816024 0.0001360097208713551
-0.013460607155463444 0.0003741915810671348
-0.013441095953110865 0.0008869870396710777
-0.013421584750758284 0.0018127765159505205
-0.013402073548405703 0.0031982706007655792
-0.013382562346053123 0.004883421144327937
-0.013363051143700542 0.006488779890005847
-0.013343539941347963 0.0075956295194390955
-0.013324028738995382 0.008041434880066589
-0.013304517536642801 0.008087369197104177
-0.01328500633429022 0.008266877362838598
-0.01326549513193764 0.008999182115174198
-0.013245983929585061 0.010275446928117327
-0.01322647272723248 0.011654022057644764
-0.0132069615248799 0.012523909981704162
-0.013187450322527319 0.012416210671231331
-0.01316793912017474 0.011196463110355687
-0.01314842791782216 0.009103968971575616
-0.013128916715469579 0.00665861387926614
-0.013109405513116998 0.004470841937673498
-0.013089894310764417 0.003036883021362957
-0.013070383108411838 0.0026129862210958477
-0.013050871906059257 0.0031828094224431447
-0.013031360703706677 0.004462663894997165
-0.013011849501354096 0.0059352312969566945
-0.012992338299001515 0.006981262837733149
-0.012972827096648936 0.007130551553991338
-0.012953315894296356 0.006297805799446304
-0.012933804691943775 0.004813636059983195
-0.012914293489591194 0.0032173106506232507
-0.012894782287238614 0.001985142064639067
-0.012875271084886035 0.0013926949546269884
-0.012855759882533454 0.0015404529559318592
-0.012836248680180873 0.002413613687834326
-0.012816737477828292 0.0038588657593670583
-0.012797226275475712 0.005511227578324729
-0.012777715073123133 0.0068215631946609845
-0.012758203870770552 0.00727335033295462
-0.012738692668417971 0.006671633481552086
-0.01271918146606539 0.005262658309838464
-0.012699670263712812 0.003569134738923979
-0.012680159061360231 0.0020808305488406176
-0.01266064785900765 0.001042720327820934
-0.01264113665665507 0.0004490607211650455
-0.012621625454302489 0.0001661894692411292
-0.01260211425194991 5.284742844660628e-5
-0.01258260304959733 1.443882578833211e-5
-0.012563091847244749 3.3892039677796415e-6
-0.012543580644892168 6.834321892301709e-7
-0.012524069442539587 1.183863185816314e-7
-0.012504558240187008 1.761571735703349e-8
-0.012485047037834427 2.251537511988033e-9
-0.012465535835481847 2.470437743262721e-10
-0.012446024633129266 2.320132974631406e-11
-0.012426513430776685 1.972810803607672e-12
-0.012407002228424106 1.4310774787418268e-13
-0.012387491026071526 1.2967404927621828e-13
-0.012367979823718945 1.4994672170587364e-12
-0.012348468621366364 1.8554768832501622e-11
-0.012328957419013784 1.975627439421146e-10
-0.012309446216661205 1.808285410298538e-9
-0.012289935014308624 1.422358514302502e-8
-0.012270423811956043 9.617943830253495e-8
-0.012250912609603462 5.59176626113711e-7
-0.012231401407250882 2.79568516264872e-6
-0.012211890204898303 1.2022218612184332e-5
-0.012192379002545722 4.447667402940336e-5
-0.012172867800193141 0.00014159081914028038
-0.01215335659784056 0.0003879773991845026
-0.012133845395487982 0.0009153117414453793
-0.012114334193135401 0.0018597483392691072
-0.01209482299078282 0.0032553702110982297
-0.01207531178843024 0.004910792232461936
-0.012055800586077659 0.0063863764283646485
-0.01203628938372508 0.007162354708628305
-0.0120167781813725 0.006929440063957737
-0.011997266979019918 0.00578516846580579
-0.011977755776667338 0.004168995577602752
-0.011958244574314757 0.002593877528084376
-0.011938733371962178 0.0013936527199828186
-0.011919222169609597 0.0006467191617084422
-0.011899710967257017 0.00025931571404769205
-0.011880199764904436 9.041073244681064e-5
-0.011860688562551855 3.0208197769554523e-5
-0.011841177360199276 2.1363060324686156e-5
-0.011821666157846696 5.460292143627532e-5
-0.011802154955494115 0.00016824461544240332
-0.011782643753141534 0.0004585245180919739
-0.011763132550788953 0.0010818380565014163
-0.011743621348436374 0.0022142750403574274
-0.011724110146083794 0.003952811625057784
-0.011704598943731213 0.006206148480952189
-0.011685087741378632 0.008677731256214849
-0.011665576539026052 0.010999891893901492
-0.011646065336673473 0.012942358856007363
-0.011626554134320892 0.014536931385381258
-0.011607042931968311 0.016037870409241317
-0.01158753172961573 0.017771413687086624
-0.011568020527263152 0.019954160120950915
-0.011548509324910571 0.022506536322497273
-0.01152899812255799 0.024911698657710146
-0.01150948692020541 0.026274206214207008
-0.011489975717852829 0.025708343700453995
-0.01147046451550025 0.02291561354734828
