Bandwidth(eV), MeanEnergyLoss(eV), CI_Error(eV)
128 0.9197232357445124 0.07412218177892811
64 0.9821859139817827 0.08512620403771132
256 1.0374739859617563 0.0818423768374849
16 0.9393575862599591 0.06447552953309309
4 0.9369282024151685 0.07755487605825381
32 1.0225008511975389 0.08161550660664857
8 0.9888069713873191 0.09668881735975948
50 0.9871176556183585 0.0017086319033955942
